Date,Hour,Temperature,Relative_Humidity,Geopotential_Pressure,Wind_Direction,Wind_Velocity_KM_H
05/02/2017,20Z,12.5,69,1030.6 Hpa,290º (W),11.2
05/02/2017,19Z,13.1,64,1029.9 Hpa,270º (W),7.6
05/02/2017,18Z,14.6,59,1029.3 Hpa,290º (W),11.2
05/02/2017,17Z,16.7,50,1028.6 Hpa,310º (NW),16.6
05/02/2017,16Z,17.7,40,1027.9 Hpa,280º (W),25.9
05/02/2017,15Z,18.0,42,1027.4 Hpa,280º (W),27.7
05/02/2017,14Z,18.0,42,1027.3 Hpa,290º (W),29.5
05/02/2017,13Z,17.5,52,1027.1 Hpa,280º (W),24.1
05/02/2017,12Z,16.1,56,1027.3 Hpa,290º (W),20.5
05/02/2017,11Z,16.5,62,1027.8 Hpa,290º (W),22.3
05/02/2017,10Z,15.7,68,1026.9 Hpa,270º (W),25.9
05/02/2017,09Z,14.6,77,1025.6 Hpa,260º (W),22.3
05/02/2017,08Z,13.7,87,1024.6 Hpa,240º (SW),22.3
05/02/2017,07Z,14.0,88,1023.5 Hpa,240º (SW),18.4
05/02/2017,06Z,14.4,89,1022.2 Hpa,250º (W),24.1
05/02/2017,05Z,14.8,90,1021.4 Hpa,250º (W),25.9
05/02/2017,04Z,15.6,89,1020.6 Hpa,250º (W),24.1
05/02/2017,03Z,15.9,91,1020.4 Hpa,230º (SW),31.3
05/02/2017,02Z,15.8,95,1020.7 Hpa,230º (SW),24.1
05/02/2017,01Z,16.0,93,1021.2 Hpa,230º (SW),24.1
05/02/2017,00Z,15.8,93,1021.9 Hpa,230º (SW),22.3
04/02/2017,23Z,15.6,93,1022.0 Hpa,230º (SW),20.5
04/02/2017,22Z,16.0,90,1022.3 Hpa,220º (SW),27.7
04/02/2017,21Z,15.9,90,1022.1 Hpa,220º (SW),25.9
04/02/2017,20Z,16.0,90,1022.2 Hpa,220º (SW),24.1
04/02/2017,19Z,16.0,89,1021.9 Hpa,220º (SW),27.7
04/02/2017,18Z,16.2,86,1021.7 Hpa,220º (SW),29.5
04/02/2017,17Z,16.5,85,1021.5 Hpa,220º (SW),27.7
04/02/2017,16Z,16.4,83,1021.1 Hpa,220º (SW),33.5
04/02/2017,15Z,16.1,87,1021.5 Hpa,220º (SW),29.5
04/02/2017,14Z,16.4,84,1021.7 Hpa,220º (SW),33.5
04/02/2017,13Z,16.7,86,1022.6 Hpa,220º (SW),29.5
04/02/2017,12Z,15.8,85,1023.6 Hpa,210º (SW),29.5
04/02/2017,11Z,16.5,84,1023.8 Hpa,220º (SW),31.3
04/02/2017,10Z,16.1,81,1023.9 Hpa,220º (SW),27.7
04/02/2017,09Z,15.3,86,1023.4 Hpa,220º (SW),25.9
04/02/2017,08Z,14.1,93,1023.0 Hpa,220º (SW),18.4
04/02/2017,07Z,13.4,94,1022.8 Hpa,210º (SW),9.4
04/02/2017,06Z,13.8,94,1022.6 Hpa,200º (S),14.8
04/02/2017,05Z,14.3,93,1022.4 Hpa,220º (SW),18.4
04/02/2017,04Z,14.4,88,1021.9 Hpa,220º (SW),13.0
04/02/2017,03Z,14.4,88,1022.9 Hpa,230º (SW),11.2
04/02/2017,02Z,14.3,93,1022.9 Hpa,230º (SW),14.8
04/02/2017,01Z,14.2,92,1022.9 Hpa,220º (SW),20.5
04/02/2017,00Z,14.0,93,1023.4 Hpa,220º (SW),14.8
03/02/2017,23Z,14.4,91,1023.2 Hpa,210º (SW),16.6
03/02/2017,22Z,14.7,90,1023.7 Hpa,230º (SW),14.8
03/02/2017,21Z,15.1,87,1023.5 Hpa,230º (SW),18.4
03/02/2017,20Z,15.1,86,1023.3 Hpa,220º (SW),18.4
03/02/2017,19Z,15.4,81,1023.1 Hpa,230º (SW),18.4
03/02/2017,18Z,15.8,73,1022.5 Hpa,230º (SW),16.6
03/02/2017,17Z,16.4,71,1022.2 Hpa,230º (SW),22.3
03/02/2017,16Z,17.2,66,1022.1 Hpa,230º (SW),24.1
03/02/2017,15Z,17.4,66,1022.1 Hpa,240º (SW),20.5
03/02/2017,14Z,17.5,59,1022.0 Hpa,230º (SW),27.7
03/02/2017,13Z,17.5,65,1022.6 Hpa,230º (SW),27.7
03/02/2017,12Z,16.7,73,1023.6 Hpa,220º (SW),22.3
03/02/2017,11Z,16.3,75,1024.1 Hpa,230º (SW),16.6
03/02/2017,10Z,15.1,86,1024.0 Hpa,220º (SW),11.2
03/02/2017,09Z,13.6,98,1023.4 Hpa,220º (SW),11.2
03/02/2017,08Z,12.6,98,1023.3 Hpa,210º (SW),9.4
03/02/2017,07Z,12.5,100,1022.9 Hpa,200º (S),9.4
03/02/2017,06Z,11.4,98,1022.6 Hpa,170º (S),5.6
03/02/2017,05Z,12.0,98,1022.6 Hpa,290º (W),5.4
03/02/2017,04Z,12.0,98,1021.7 Hpa,210º (SW),3.6
03/02/2017,03Z,12.3,98,1022.1 Hpa,210º (SW),7.6
03/02/2017,02Z,12.1,98,1022.2 Hpa,210º (SW),11.2
03/02/2017,01Z,12.5,98,1022.4 Hpa,220º (SW),16.6
03/02/2017,00Z,12.9,96,1022.2 Hpa,220º (SW),16.6
02/02/2017,23Z,13.3,94,1022.2 Hpa,210º (SW),16.6
02/02/2017,22Z,13.4,94,1021.6 Hpa,190º (S),13.0
02/02/2017,21Z,14.0,96,1021.6 Hpa,210º (SW),13.0
02/02/2017,20Z,14.6,94,1021.3 Hpa,220º (SW),16.6
02/02/2017,19Z,15.3,92,1020.4 Hpa,210º (SW),18.4
02/02/2017,18Z,16.4,81,1019.6 Hpa,230º (SW),5.4
02/02/2017,17Z,16.7,87,1019.2 Hpa,230º (SW),18.4
02/02/2017,16Z,17.5,84,1017.8 Hpa,220º (SW),22.3
02/02/2017,15Z,17.4,85,1017.2 Hpa,220º (SW),25.9
02/02/2017,14Z,16.4,93,1017.3 Hpa,220º (SW),27.7
02/02/2017,13Z,15.0,96,1017.8 Hpa,240º (SW),22.3
02/02/2017,12Z,14.7,94,1018.1 Hpa,210º (SW),24.1
02/02/2017,11Z,13.9,94,1018.5 Hpa,200º (S),16.6
02/02/2017,10Z,13.5,94,1018.7 Hpa,210º (SW),18.4
02/02/2017,09Z,13.5,94,1018.4 Hpa,220º (SW),22.3
02/02/2017,08Z,13.7,93,1018.3 Hpa,210º (SW),24.1
02/02/2017,07Z,13.7,93,1018.2 Hpa,190º (S),11.2
02/02/2017,06Z,12.9,94,1017.9 Hpa,180º (S),13.0
02/02/2017,05Z,12.5,94,1018.1 Hpa,170º (S),11.2
02/02/2017,04Z,12.2,92,1018.4 Hpa,180º (S),11.2
02/02/2017,03Z,11.9,91,1019.1 Hpa,180º (S),11.1
02/02/2017,02Z,11.7,94,1019.8 Hpa,180º (S),7.6
02/02/2017,01Z,10.9,94,1020.0 Hpa,180º (S),5.4
02/02/2017,00Z,10.8,94,1020.2 Hpa,0º (N),0.0
01/02/2017,23Z,10.7,92,1020.0 Hpa,110º (E),1.8
01/02/2017,22Z,12.6,88,1020.2 Hpa,210º (SW),7.6
01/02/2017,21Z,13.0,84,1020.1 Hpa,220º (SW),11.2
01/02/2017,20Z,13.6,78,1020.2 Hpa,230º (SW),13.0
01/02/2017,19Z,14.3,74,1020.1 Hpa,210º (SW),14.8
01/02/2017,18Z,15.8,68,1019.6 Hpa,200º (S),11.2
01/02/2017,17Z,17.0,62,1019.3 Hpa,220º (SW),5.4
01/02/2017,16Z,17.8,59,1019.2 Hpa,240º (SW),7.6
01/02/2017,15Z,17.6,59,1019.3 Hpa,270º (W),9.4
01/02/2017,14Z,16.5,69,1019.8 Hpa,280º (W),9.4
01/02/2017,13Z,15.3,76,1020.6 Hpa,260º (W),14.8
01/02/2017,12Z,15.5,82,1021.2 Hpa,260º (W),14.8
01/02/2017,11Z,13.8,87,1021.4 Hpa,280º (W),14.8
01/02/2017,10Z,13.2,94,1021.1 Hpa,250º (W),9.4
01/02/2017,09Z,12.2,96,1020.3 Hpa,240º (SW),3.6
01/02/2017,08Z,12.0,96,1019.7 Hpa,220º (SW),7.6
01/02/2017,07Z,11.9,94,1018.8 Hpa,220º (SW),7.6
01/02/2017,06Z,11.4,94,1017.6 Hpa,140º (SE),7.6
01/02/2017,05Z,11.9,94,1017.6 Hpa,170º (S),9.4
01/02/2017,04Z,10.7,92,1018.6 Hpa,130º (SE),3.6
01/02/2017,03Z,10.8,89,1018.7 Hpa,0º (N),0.0
01/02/2017,02Z,10.8,86,1018.0 Hpa,0º (N),0.0
01/02/2017,01Z,9.9,89,1017.6 Hpa,100º (E),1.8
01/02/2017,00Z,9.6,89,1017.9 Hpa,120º (SE),5.4
31/03/2017,23Z,14.6,77,1023.1 Hpa,300º (NW),7.6
31/03/2017,22Z,15.5,80,1023.0 Hpa,290º (W),13.0
31/03/2017,21Z,16.7,77,1022.5 Hpa,220º (SW),5.4
31/03/2017,20Z,18.4,73,1021.8 Hpa,230º (SW),16.6
31/03/2017,19Z,19.3,70,1021.3 Hpa,250º (W),14.8
31/03/2017,18Z,22.1,51,1020.9 Hpa,270º (W),24.1
31/03/2017,17Z,23.0,42,1021.0 Hpa,260º (W),24.1
31/03/2017,16Z,22.8,47,1021.2 Hpa,260º (W),24.1
31/03/2017,15Z,22.8,51,1021.4 Hpa,270º (W),24.1
31/03/2017,14Z,23.1,53,1022.0 Hpa,240º (SW),14.8
31/03/2017,13Z,22.2,54,1023.0 Hpa,280º (W),16.6
31/03/2017,12Z,21.7,48,1024.0 Hpa,240º (SW),13.0
31/03/2017,11Z,20.0,59,1024.6 Hpa,250º (W),11.2
31/03/2017,10Z,18.4,70,1024.3 Hpa,210º (SW),7.6
31/03/2017,09Z,16.7,74,1024.4 Hpa,0º (N),0.0
31/03/2017,08Z,14.6,82,1024.1 Hpa,0º (N),0.0
31/03/2017,07Z,12.3,87,1023.6 Hpa,190º (S),3.6
31/03/2017,06Z,12.2,87,1022.8 Hpa,0º (N),0.0
31/03/2017,05Z,13.1,84,1022.4 Hpa,180º (S),5.4
31/03/2017,04Z,13.7,81,1022.6 Hpa,190º (S),3.6
31/03/2017,03Z,13.5,82,1022.6 Hpa,230º (SW),3.6
31/03/2017,02Z,14.3,76,1022.7 Hpa,260º (W),7.6
31/03/2017,01Z,15.7,70,1022.8 Hpa,230º (SW),3.6
31/03/2017,00Z,15.5,75,1023.2 Hpa,0º (N),0.0
30/03/2017,23Z,16.9,68,1023.1 Hpa,250º (W),1.8
30/03/2017,22Z,17.1,67,1023.0 Hpa,280º (W),14.8
30/03/2017,21Z,17.5,63,1022.9 Hpa,270º (W),13.0
30/03/2017,20Z,19.9,50,1022.0 Hpa,240º (SW),11.2
30/03/2017,19Z,21.0,46,1021.3 Hpa,240º (SW),9.4
30/03/2017,18Z,22.7,41,1020.9 Hpa,220º (SW),7.6
30/03/2017,17Z,24.1,36,1020.7 Hpa,240º (SW),11.2
30/03/2017,16Z,24.4,36,1020.6 Hpa,240º (SW),11.2
30/03/2017,15Z,25.3,36,1020.5 Hpa,220º (SW),3.6
30/03/2017,14Z,24.6,35,1021.0 Hpa,270º (W),5.4
30/03/2017,13Z,23.4,37,1021.4 Hpa,350º (N),1.8
30/03/2017,12Z,22.6,40,1021.8 Hpa,20º (N),3.6
30/03/2017,11Z,21.7,39,1022.4 Hpa,110º (E),7.6
30/03/2017,10Z,20.1,48,1022.6 Hpa,90º (E),11.2
30/03/2017,09Z,16.4,65,1022.6 Hpa,40º (NE),11.2
30/03/2017,08Z,12.4,80,1022.8 Hpa,30º (NE),11.2
30/03/2017,07Z,10.4,86,1022.6 Hpa,30º (NE),9.4
30/03/2017,06Z,9.1,89,1022.2 Hpa,50º (NE),3.6
30/03/2017,05Z,9.8,86,1022.3 Hpa,30º (NE),11.2
30/03/2017,04Z,10.5,81,1022.4 Hpa,360º (N),5.4
30/03/2017,03Z,10.9,82,1022.8 Hpa,300º (NW),1.8
30/03/2017,02Z,11.5,82,1023.3 Hpa,310º (NW),3.6
30/03/2017,01Z,12.7,78,1023.6 Hpa,0º (N),0.0
30/03/2017,00Z,13.0,79,1023.7 Hpa,70º (E),1.8
29/03/2017,23Z,14.4,76,1024.2 Hpa,0º (N),0.0
29/03/2017,22Z,15.2,75,1024.3 Hpa,0º (N),0.0
29/03/2017,21Z,17.6,63,1023.6 Hpa,170º (S),7.6
29/03/2017,20Z,18.3,58,1023.0 Hpa,110º (E),14.8
29/03/2017,19Z,22.0,43,1022.0 Hpa,0º (N),0.0
29/03/2017,18Z,24.0,31,1021.8 Hpa,190º (S),3.6
29/03/2017,17Z,25.3,29,1021.8 Hpa,240º (SW),3.6
29/03/2017,16Z,25.0,28,1022.1 Hpa,0º (N),0.0
29/03/2017,15Z,25.2,28,1022.6 Hpa,0º (N),0.0
29/03/2017,14Z,24.7,30,1023.2 Hpa,100º (E),7.6
29/03/2017,13Z,24.0,38,1024.0 Hpa,90º (E),13.0
29/03/2017,12Z,22.8,44,1025.3 Hpa,70º (E),14.8
29/03/2017,11Z,20.6,60,1026.0 Hpa,50º (NE),18.4
29/03/2017,10Z,18.4,62,1026.4 Hpa,40º (NE),16.6
29/03/2017,09Z,16.0,70,1026.2 Hpa,50º (NE),18.4
29/03/2017,08Z,13.6,79,1026.0 Hpa,50º (NE),16.6
29/03/2017,07Z,11.0,90,1026.0 Hpa,30º (NE),9.4
29/03/2017,06Z,10.4,91,1025.6 Hpa,40º (NE),5.4
29/03/2017,05Z,11.6,85,1025.5 Hpa,60º (NE),9.4
29/03/2017,04Z,11.3,91,1025.6 Hpa,50º (NE),13.0
29/03/2017,03Z,11.2,94,1025.8 Hpa,40º (NE),5.4
29/03/2017,02Z,12.0,91,1026.4 Hpa,20º (N),13.0
29/03/2017,01Z,12.2,92,1026.5 Hpa,20º (N),7.6
29/03/2017,00Z,13.4,87,1027.0 Hpa,60º (NE),1.8
28/03/2017,23Z,13.7,86,1027.0 Hpa,50º (NE),5.4
28/03/2017,22Z,14.4,82,1026.9 Hpa,330º (NW),1.8
28/03/2017,21Z,14.6,82,1026.6 Hpa,110º (E),5.4
28/03/2017,20Z,17.2,73,1026.4 Hpa,0º (N),0.0
28/03/2017,19Z,19.4,62,1025.9 Hpa,0º (N),0.0
28/03/2017,18Z,20.7,50,1025.9 Hpa,10º (N),1.8
28/03/2017,17Z,21.3,48,1025.9 Hpa,340º (N),3.6
28/03/2017,16Z,21.9,47,1025.8 Hpa,calm,0
28/03/2017,15Z,21.0,52,1025.9 Hpa,50º (NE),7.4
28/03/2017,14Z,20.3,53,1026.4 Hpa,60º (NE),11.2
28/03/2017,13Z,19.3,67,1027.1 Hpa,70º (E),13.0
28/03/2017,12Z,18.4,71,1027.6 Hpa,60º (NE),14.8
28/03/2017,11Z,17.4,74,1027.9 Hpa,60º (NE),13.0
28/03/2017,10Z,16.8,76,1028.1 Hpa,60º (NE),9.4
28/03/2017,09Z,15.2,89,1027.7 Hpa,40º (NE),11.2
28/03/2017,08Z,13.0,98,1027.2 Hpa,50º (NE),13.0
28/03/2017,07Z,12.5,99,1026.5 Hpa,50º (NE),3.6
28/03/2017,06Z,-,,-,N/D,
28/03/2017,05Z,-,,-,N/D,
28/03/2017,04Z,-,,-,N/D,
28/03/2017,03Z,-,,-,N/D,
28/03/2017,02Z,-,,-,N/D,
28/03/2017,01Z,-,,-,N/D,
28/03/2017,00Z,-,,-,N/D,
27/03/2017,23Z,-,,-,N/D,
27/03/2017,22Z,-,,-,N/D,
27/03/2017,21Z,15.1,86,1024.7 Hpa,220º (SW),9.4
27/03/2017,20Z,15.6,81,1023.9 Hpa,220º (SW),16.6
27/03/2017,19Z,16.2,77,1023.0 Hpa,230º (SW),13.0
27/03/2017,18Z,16.6,73,1022.3 Hpa,230º (SW),16.6
27/03/2017,17Z,17.7,69,1021.8 Hpa,220º (SW),25.9
27/03/2017,16Z,19.4,59,1021.3 Hpa,230º (SW),20.5
27/03/2017,15Z,17.8,69,1021.1 Hpa,220º (SW),22.3
27/03/2017,14Z,18.1,74,1021.1 Hpa,160º (S),5.4
27/03/2017,13Z,16.3,85,1021.5 Hpa,170º (S),7.6
27/03/2017,12Z,16.8,80,1021.6 Hpa,0º (N),0.0
27/03/2017,11Z,15.4,86,1021.5 Hpa,220º (SW),1.8
27/03/2017,10Z,15.7,82,1021.3 Hpa,220º (SW),13.0
27/03/2017,09Z,13.9,88,1020.7 Hpa,190º (S),9.4
27/03/2017,08Z,12.3,89,1020.2 Hpa,180º (S),9.4
27/03/2017,07Z,11.7,91,1019.6 Hpa,160º (S),11.2
27/03/2017,06Z,11.4,91,1019.1 Hpa,170º (S),7.6
27/03/2017,05Z,11.3,92,1018.6 Hpa,150º (SE),3.6
27/03/2017,04Z,11.5,89,1017.7 Hpa,220º (SW),7.6
27/03/2017,03Z,11.6,86,1017.6 Hpa,190º (S),7.6
27/03/2017,02Z,11.1,92,1017.6 Hpa,170º (S),7.6
27/03/2017,01Z,11.6,88,1017.6 Hpa,210º (SW),11.2
27/03/2017,00Z,11.2,89,1017.1 Hpa,210º (SW),16.6
26/03/2017,23Z,11.7,88,1016.0 Hpa,220º (SW),22.3
26/03/2017,22Z,11.6,88,1015.1 Hpa,170º (S),22.3
26/03/2017,21Z,11.0,87,1013.8 Hpa,160º (S),25.9
26/03/2017,20Z,10.5,89,1012.5 Hpa,150º (SE),25.9
26/03/2017,19Z,11.3,84,1012.7 Hpa,190º (S),18.4
26/03/2017,18Z,12.3,81,1012.6 Hpa,230º (SW),48.2
26/03/2017,17Z,17.1,51,1010.4 Hpa,200º (S),18.4
26/03/2017,16Z,17.6,49,1010.4 Hpa,180º (S),25.9
26/03/2017,15Z,18.6,46,1010.8 Hpa,190º (S),24.1
26/03/2017,14Z,18.4,46,1011.4 Hpa,180º (S),31.3
26/03/2017,13Z,18.7,49,1012.3 Hpa,170º (S),27.7
26/03/2017,12Z,17.7,50,1013.3 Hpa,180º (S),24.1
26/03/2017,11Z,16.3,61,1014.2 Hpa,170º (S),18.4
26/03/2017,10Z,13.6,84,1015.1 Hpa,100º (E),3.6
26/03/2017,09Z,12.1,86,1015.2 Hpa,80º (E),3.6
26/03/2017,08Z,11.6,88,1015.1 Hpa,320º (NW),3.6
26/03/2017,07Z,11.2,89,1014.8 Hpa,270º (W),5.4
26/03/2017,06Z,10.9,89,1014.3 Hpa,150º (SE),16.6
26/03/2017,05Z,10.8,92,1014.4 Hpa,140º (SE),7.6
26/03/2017,04Z,11.3,91,1014.4 Hpa,170º (S),11.2
26/03/2017,03Z,10.9,92,1014.8 Hpa,150º (SE),11.2
26/03/2017,02Z,11.4,91,1015.4 Hpa,170º (S),11.2
26/03/2017,01Z,11.4,91,1015.8 Hpa,160º (S),11.2
26/03/2017,00Z,11.4,91,1016.2 Hpa,160º (S),13.0
25/03/2017,23Z,12.0,85,1016.6 Hpa,180º (S),11.2
25/03/2017,22Z,12.1,89,1016.3 Hpa,170º (S),16.6
25/03/2017,21Z,12.8,88,1016.4 Hpa,180º (S),13.0
25/03/2017,20Z,12.8,87,1015.8 Hpa,180º (S),16.6
25/03/2017,19Z,12.5,84,1015.2 Hpa,200º (S),11.2
25/03/2017,18Z,13.6,83,1014.9 Hpa,220º (SW),24.1
25/03/2017,17Z,14.0,83,1014.2 Hpa,190º (S),20.5
25/03/2017,16Z,14.8,77,1013.9 Hpa,210º (SW),25.9
25/03/2017,15Z,15.5,69,1013.9 Hpa,200º (S),27.7
25/03/2017,14Z,16.3,69,1014.5 Hpa,200º (S),25.9
25/03/2017,13Z,15.4,72,1015.0 Hpa,190º (S),27.7
25/03/2017,12Z,14.6,79,1015.8 Hpa,190º (S),27.7
25/03/2017,11Z,13.5,83,1016.1 Hpa,170º (S),24.1
25/03/2017,10Z,12.1,85,1016.3 Hpa,180º (S),20.5
25/03/2017,09Z,11.0,92,1016.3 Hpa,170º (S),20.5
25/03/2017,08Z,10.5,92,1015.8 Hpa,170º (S),16.6
25/03/2017,07Z,9.1,94,1015.7 Hpa,340º (N),13.0
25/03/2017,06Z,9.9,87,1015.2 Hpa,160º (S),14.8
25/03/2017,05Z,9.9,80,1014.7 Hpa,160º (S),20.5
25/03/2017,04Z,9.5,77,1014.8 Hpa,150º (SE),18.4
25/03/2017,03Z,9.0,79,1015.3 Hpa,140º (SE),14.8
25/03/2017,02Z,8.9,79,1015.8 Hpa,140º (SE),11.2
25/03/2017,01Z,8.7,80,1015.9 Hpa,150º (SE),13.0
25/03/2017,00Z,8.6,80,1016.3 Hpa,160º (S),13.0
24/03/2017,23Z,8.4,76,1016.7 Hpa,160º (S),7.6
24/03/2017,22Z,9.1,74,1016.7 Hpa,180º (S),7.6
24/03/2017,21Z,9.7,72,1016.5 Hpa,170º (S),5.4
24/03/2017,20Z,10.8,62,1015.6 Hpa,220º (SW),14.8
24/03/2017,19Z,11.6,59,1014.8 Hpa,220º (SW),24.1
24/03/2017,18Z,13.2,45,1014.1 Hpa,220º (SW),24.1
24/03/2017,17Z,14.5,48,1013.5 Hpa,210º (SW),18.4
24/03/2017,16Z,14.4,49,1013.5 Hpa,220º (SW),20.5
24/03/2017,15Z,14.1,45,1013.8 Hpa,250º (W),11.2
24/03/2017,14Z,14.9,45,1014.1 Hpa,220º (SW),13.0
24/03/2017,13Z,14.2,48,1014.7 Hpa,240º (SW),13.0
24/03/2017,12Z,12.3,57,1015.0 Hpa,250º (W),5.4
24/03/2017,11Z,12.4,60,1015.5 Hpa,220º (SW),7.6
24/03/2017,10Z,11.0,67,1015.8 Hpa,90º (E),1.8
24/03/2017,09Z,8.2,75,1015.4 Hpa,30º (NE),3.6
24/03/2017,08Z,6.2,87,1015.2 Hpa,30º (NE),5.4
24/03/2017,07Z,4.0,95,1014.6 Hpa,30º (NE),1.8
24/03/2017,06Z,3.5,91,1014.0 Hpa,0º (N),0.0
24/03/2017,05Z,4.1,91,1013.6 Hpa,290º (W),3.6
24/03/2017,04Z,4.6,90,1013.3 Hpa,300º (NW),3.6
24/03/2017,03Z,5.1,88,1013.6 Hpa,0º (N),0.0
24/03/2017,02Z,5.4,86,1013.5 Hpa,320º (NW),1.8
24/03/2017,01Z,6.2,84,1014.2 Hpa,280º (W),3.6
24/03/2017,00Z,7.0,80,1014.5 Hpa,320º (NW),1.8
23/03/2017,23Z,8.3,73,1014.9 Hpa,280º (W),7.6
23/03/2017,22Z,9.3,68,1014.9 Hpa,270º (W),13.0
23/03/2017,21Z,10.0,63,1014.6 Hpa,270º (W),14.8
23/03/2017,20Z,10.7,59,1014.3 Hpa,250º (W),14.8
23/03/2017,19Z,12.0,56,1013.7 Hpa,250º (W),27.7
23/03/2017,18Z,13.6,41,1013.0 Hpa,270º (W),18.4
23/03/2017,17Z,14.1,41,1012.7 Hpa,260º (W),18.4
23/03/2017,16Z,14.8,35,1012.7 Hpa,260º (W),24.1
23/03/2017,15Z,15.4,40,1012.8 Hpa,260º (W),20.5
23/03/2017,14Z,14.9,40,1013.4 Hpa,270º (W),24.1
23/03/2017,13Z,14.3,52,1014.1 Hpa,260º (W),18.4
23/03/2017,12Z,12.6,54,1014.8 Hpa,270º (W),24.1
23/03/2017,11Z,11.9,62,1015.3 Hpa,260º (W),24.1
23/03/2017,10Z,11.2,67,1015.8 Hpa,270º (W),22.3
23/03/2017,09Z,8.6,78,1016.1 Hpa,220º (SW),7.6
23/03/2017,08Z,7.0,81,1016.0 Hpa,200º (S),7.6
23/03/2017,07Z,4.7,93,1015.8 Hpa,0º (N),0.0
23/03/2017,06Z,4.7,93,1015.9 Hpa,0º (N),0.0
23/03/2017,05Z,5.0,91,1016.1 Hpa,360º (N),3.6
23/03/2017,04Z,5.3,90,1016.3 Hpa,0º (N),0.0
23/03/2017,03Z,6.5,84,1016.7 Hpa,290º (W),9.4
23/03/2017,02Z,6.7,84,1017.2 Hpa,280º (W),7.6
23/03/2017,01Z,7.4,80,1017.7 Hpa,300º (NW),11.2
23/03/2017,00Z,8.0,80,1017.9 Hpa,320º (NW),7.6
22/03/2017,23Z,9.0,78,1017.9 Hpa,320º (NW),11.2
22/03/2017,22Z,11.4,80,1017.6 Hpa,280º (W),18.4
22/03/2017,21Z,12.0,81,1017.2 Hpa,270º (W),18.4
22/03/2017,20Z,12.1,78,1016.6 Hpa,250º (W),16.6
22/03/2017,19Z,12.3,80,1016.2 Hpa,250º (W),14.8
22/03/2017,18Z,12.1,88,1015.9 Hpa,290º (W),25.9
22/03/2017,17Z,14.7,71,1015.5 Hpa,250º (W),29.5
22/03/2017,16Z,16.8,53,1015.5 Hpa,220º (SW),33.5
22/03/2017,15Z,17.4,51,1016.3 Hpa,220º (SW),25.9
22/03/2017,14Z,17.1,47,1017.7 Hpa,240º (SW),25.9
22/03/2017,13Z,16.1,50,1018.8 Hpa,270º (W),25.9
22/03/2017,12Z,16.0,52,1019.8 Hpa,260º (W),18.4
22/03/2017,11Z,15.4,53,1020.7 Hpa,230º (SW),11.2
22/03/2017,10Z,14.1,58,1021.2 Hpa,200º (S),13.0
22/03/2017,09Z,13.2,64,1021.1 Hpa,210º (SW),9.4
22/03/2017,08Z,11.2,71,1021.4 Hpa,230º (SW),5.4
22/03/2017,07Z,8.7,83,1021.0 Hpa,280º (W),14.8
22/03/2017,06Z,8.2,81,1020.4 Hpa,240º (SW),3.6
22/03/2017,05Z,7.6,84,1020.4 Hpa,310º (NW),5.4
22/03/2017,04Z,8.8,82,1020.6 Hpa,300º (NW),9.4
22/03/2017,03Z,9.3,78,1020.6 Hpa,270º (W),7.6
22/03/2017,02Z,9.9,76,1021.2 Hpa,290º (W),5.4
22/03/2017,01Z,10.8,74,1021.4 Hpa,250º (W),3.6
22/03/2017,00Z,11.9,73,1021.6 Hpa,280º (W),13.0
21/03/2017,23Z,13.4,72,1021.6 Hpa,290º (W),13.0
21/03/2017,22Z,14.6,80,1021.6 Hpa,270º (W),13.0
21/03/2017,21Z,15.5,79,1021.6 Hpa,230º (SW),14.8
21/03/2017,20Z,15.8,77,1021.0 Hpa,230º (SW),16.6
21/03/2017,19Z,15.8,73,1020.5 Hpa,220º (SW),11.2
21/03/2017,18Z,17.0,64,1020.1 Hpa,220º (SW),18.4
21/03/2017,17Z,17.9,58,1020.2 Hpa,270º (W),22.3
21/03/2017,16Z,18.3,56,1020.0 Hpa,280º (W),22.3
21/03/2017,15Z,18.5,54,1020.3 Hpa,270º (W),22.3
21/03/2017,14Z,18.0,56,1020.6 Hpa,280º (W),25.9
21/03/2017,13Z,18.0,59,1021.2 Hpa,250º (W),18.4
21/03/2017,12Z,17.9,54,1021.8 Hpa,260º (W),14.8
21/03/2017,11Z,16.5,57,1022.2 Hpa,240º (SW),14.8
21/03/2017,10Z,15.0,67,1022.4 Hpa,210º (SW),11.2
21/03/2017,09Z,13.0,74,1022.2 Hpa,200º (S),5.4
21/03/2017,08Z,10.7,82,1021.8 Hpa,200º (S),5.4
21/03/2017,07Z,9.6,86,1021.2 Hpa,290º (W),13.0
21/03/2017,06Z,8.9,90,1020.4 Hpa,250º (W),5.4
21/03/2017,05Z,9.8,89,1019.8 Hpa,290º (W),16.6
21/03/2017,04Z,10.6,91,1019.3 Hpa,230º (SW),1.8
21/03/2017,03Z,11.3,91,1019.5 Hpa,210º (SW),11.2
21/03/2017,02Z,12.1,89,1019.3 Hpa,220º (SW),11.2
21/03/2017,01Z,12.8,91,1019.3 Hpa,220º (SW),14.8
21/03/2017,00Z,12.8,91,1019.3 Hpa,210º (SW),14.8
20/03/2017,23Z,13.3,88,1019.7 Hpa,220º (SW),20.5
20/03/2017,22Z,13.9,87,1019.7 Hpa,210º (SW),18.4
20/03/2017,21Z,14.3,86,1019.1 Hpa,220º (SW),22.3
20/03/2017,20Z,15.6,78,1018.3 Hpa,210º (SW),18.4
20/03/2017,19Z,16.7,74,1017.6 Hpa,210º (SW),18.4
